"Sens Factor =-13.47dB, AGain =18dB, SERNO: 8105623"
10.054	-4.7069
10.179	-4.6129
10.306	-4.52045
10.434	-4.4297
10.564	-4.34045
10.696	-4.2527
10.829	-4.1666
10.964	-4.082
11.1	-3.999
11.238	-3.91745
11.378	-3.83735
11.52	-3.7587
11.663	-3.68155
11.809	-3.60575
11.956	-3.5314
12.104	-3.45855
12.255	-3.387
12.408	-3.3168
12.562	-3.24805
12.718	-3.1806
12.877	-3.1144
13.037	-3.0496
13.199	-2.98605
13.364	-2.92375
13.53	-2.86275
13.698	-2.803
13.869	-2.7444
14.042	-2.68705
14.216	-2.63095
14.393	-2.57595
14.573	-2.5221
14.754	-2.46945
14.938	-2.41785
15.124	-2.36745
15.312	-2.3181
15.503	-2.26985
15.696	-2.22265
15.891	-2.17655
16.089	-2.1314
16.289	-2.08735
16.492	-2.04425
16.697	-2.00215
16.905	-1.961
17.115	-1.9208
17.328	-1.88155
17.544	-1.8432
17.763	-1.8057
17.984	-1.76915
18.208	-1.7335
18.434	-1.6987
18.664	-1.6647
18.896	-1.63155
19.131	-1.5992
19.369	-1.5676
19.611	-1.53675
19.855	-1.50675
20.102	-1.47745
20.352	-1.4489
20.605	-1.42105
20.862	-1.39385
21.122	-1.36735
21.385	-1.3415
21.651	-1.31635
21.92	-1.2918
22.193	-1.26785
22.47	-1.24445
22.749	-1.2217
23.032	-1.1995
23.319	-1.17785
23.609	-1.15675
23.903	-1.1361
24.201	-1.116
24.502	-1.09635
24.807	-1.0772
25.116	-1.0585
25.429	-1.0402
25.745	-1.0224
26.066	-1.0049
26.39	-0.98785
26.719	-0.97115
27.051	-0.95485
27.388	-0.93885
27.729	-0.92315
28.074	-0.9078
28.424	-0.8927
28.778	-0.87785
29.136	-0.86335
29.499	-0.849
29.866	-0.83495
30.238	-0.82105
30.614	-0.8074
30.995	-0.7939
31.381	-0.78055
31.772	-0.76735
32.167	-0.7543
32.568	-0.7413
32.973	-0.72845
33.383	-0.7157
33.799	-0.703
34.22	-0.6903
34.646	-0.6777
35.077	-0.6651
35.514	-0.6522
35.956	-0.6395
36.403	-0.6269
36.857	-0.61445
37.315	-0.602
37.78	-0.58965
38.25	-0.5773
38.726	-0.56495
39.209	-0.5526
39.697	-0.54015
40.191	-0.52755
40.691	-0.51485
41.198	-0.5022
41.711	-0.48975
42.23	-0.47755
42.756	-0.46575
43.288	-0.45435
43.827	-0.44335
44.372	-0.4327
44.925	-0.4224
45.484	-0.4124
46.05	-0.40265
46.623	-0.3932
47.204	-0.384
47.791	-0.37505
48.386	-0.3664
48.989	-0.3579
49.599	-0.3496
50.216	-0.34145
50.841	-0.3334
51.474	-0.32545
52.115	-0.3176
52.764	-0.30985
53.42	-0.30215
54.085	-0.2945
54.759	-0.2868
55.44	-0.279
56.131	-0.27115
56.829	-0.26315
57.537	-0.25515
58.253	-0.24715
58.978	-0.23935
59.712	-0.23175
60.456	-0.2245
61.208	-0.2176
61.97	-0.2112
62.742	-0.20525
63.523	-0.19985
64.314	-0.1949
65.114	-0.19045
65.925	-0.18645
66.745	-0.1829
67.576	-0.1797
68.418	-0.17675
69.269	-0.1739
70.132	-0.1712
71.005	-0.1685
71.889	-0.16585
72.784	-0.1632
73.69	-0.1607
74.607	-0.15835
75.536	-0.15615
76.476	-0.1542
77.428	-0.1525
78.392	-0.151
79.368	-0.14975
80.356	-0.14865
81.356	-0.1478
82.369	-0.1471
83.394	-0.1466
84.433	-0.14625
85.484	-0.146
86.548	-0.1458
87.625	-0.14565
88.716	-0.1455
89.82	-0.14545
90.939	-0.1454
92.071	-0.14545
93.217	-0.14555
94.377	-0.1458
95.552	-0.1461
96.742	-0.14655
97.946	-0.14705
99.165	-0.1476
100.4	-0.1482
101.65	-0.14885
102.915	-0.14955
104.196	-0.1503
105.493	-0.1511
106.806	-0.15195
108.136	-0.15285
109.482	-0.1538
110.845	-0.15475
112.225	-0.15575
113.622	-0.15685
115.037	-0.1579
116.469	-0.159
117.919	-0.1601
119.386	-0.1612
120.873	-0.1622
122.377	-0.1631
123.901	-0.1639
125.443	-0.16455
127.005	-0.16505
128.586	-0.1654
130.187	-0.16555
131.807	-0.1656
133.448	-0.16555
135.109	-0.1654
136.791	-0.16525
138.494	-0.16505
140.218	-0.16495
141.964	-0.16485
143.731	-0.16485
145.52	-0.165
147.332	-0.16525
149.166	-0.1656
151.023	-0.166
152.903	-0.16645
154.806	-0.1669
156.734	-0.1673
158.685	-0.16775
160.66	-0.1682
162.66	-0.1686
164.685	-0.1691
166.735	-0.1696
168.811	-0.17015
170.912	-0.17075
173.04	-0.1714
175.194	-0.1721
177.375	-0.1728
179.583	-0.1735
181.819	-0.17425
184.082	-0.17505
186.374	-0.17585
188.694	-0.1768
191.043	-0.1778
193.421	-0.1789
195.829	-0.18015
198.267	-0.18145
200.735	-0.1828
203.234	-0.1842
205.764	-0.1857
208.325	-0.1873
210.919	-0.18905
213.544	-0.19075
216.203	-0.1925
218.894	-0.19425
221.619	-0.196
224.378	-0.19765
227.171	-0.19925
229.999	-0.2008
232.862	-0.2023
235.761	-0.20375
238.696	-0.20515
241.668	-0.20645
244.676	-0.20775
247.722	-0.20895
250.806	-0.21015
253.928	-0.21135
257.089	-0.21255
260.29	-0.2138
263.53	-0.215
266.81	-0.21615
270.132	-0.2173
273.495	-0.2185
276.899	-0.21965
280.346	-0.22075
283.836	-0.2218
287.37	-0.2228
290.947	-0.22365
294.569	-0.22445
298.236	-0.2251
301.949	-0.2256
305.708	-0.226
309.513	-0.22615
313.366	-0.22615
317.267	-0.2259
321.217	-0.2253
325.216	-0.22435
329.264	-0.223
333.363	-0.2214
337.513	-0.21945
341.715	-0.21725
345.969	-0.21475
350.276	-0.212
354.636	-0.2092
359.051	-0.20625
363.521	-0.2032
368.046	-0.20005
372.628	-0.1969
377.266	-0.19365
381.963	-0.1903
386.718	-0.18685
391.532	-0.1833
396.406	-0.1797
401.341	-0.17605
406.337	-0.1723
411.395	-0.16855
416.517	-0.16475
421.702	-0.1609
426.951	-0.15695
432.266	-0.15295
437.648	-0.14885
443.096	-0.1447
448.612	-0.14045
454.196	-0.13615
459.851	-0.1318
465.575	-0.1273
471.371	-0.12285
477.239	-0.11835
483.18	-0.1139
489.195	-0.10945
495.285	-0.10505
501.45	-0.1007
507.693	-0.0964
514.013	-0.09225
520.412	-0.08815
526.89	-0.0842
533.449	-0.0804
540.09	-0.0769
546.814	-0.07365
553.621	-0.0707
560.513	-0.068
567.49	-0.0655
574.555	-0.0632
581.707	-0.06105
588.949	-0.05905
596.281	-0.0572
603.703	-0.0555
611.219	-0.05395
618.828	-0.0525
626.531	-0.0512
634.331	-0.05005
642.228	-0.049
650.222	-0.0481
658.317	-0.0473
666.512	-0.0466
674.809	-0.046
683.21	-0.0455
691.715	-0.04505
700.326	-0.04465
709.044	-0.0443
717.871	-0.04395
726.807	-0.0437
735.855	-0.0434
745.016	-0.04305
754.29	-0.0427
763.68	-0.04225
773.187	-0.04175
782.812	-0.04115
792.557	-0.04045
802.424	-0.03965
812.413	-0.0387
822.526	-0.03755
832.766	-0.0362
843.133	-0.03455
853.629	-0.0327
864.255	-0.03055
875.014	-0.0282
885.907	-0.0256
896.935	-0.02275
908.101	-0.01965
919.406	-0.0163
930.851	-0.01275
